country_id,year,top_10_richest_share,bottom_50_poorest_share,top_1_richest_share,gdp,gini,palma_ratio
102,2014,30.13,28.53,10.91,68804811898,34.24,1.42
102,2015,27.18,29.54,8.25,60071584216,31.7,1.25
102,2016,27.68,29.33,9.11,62216885436,32.21,1.28
102,2017,28.84,28.68,9.92,65712180343,33.48,1.36
102,2022,19.27,36.5,3.97,81641807866,19.8,0.69
104,1990,55.99,11.43,25.08,3931334875,65.07,7.56
104,1991,55.98,11.55,25.74,3254713056,65.01,7.48
104,1992,56.19,11.59,26.64,3714966678,65.12,7.48
104,1993,56.17,11.71,27.3,4063298919,65.05,7.39
104,1994,53.61,12.39,23.95,3522227092,63.07,6.68
104,1995,51.36,12.99,20.99,3838100904,61.32,6.11
104,1996,48.85,13.64,17.73,4931861039,59.38,5.53
104,1997,46.37,14.3,14.51,4262965420,57.47,5.02
104,1998,45.57,14.39,13.27,4401967633,56.93,4.89
104,1999,44.61,14.53,11.81,4277903780,56.26,4.73
104,2000,48.92,12.8,13.83,4629247204,60.08,5.89
104,2001,53.07,11.11,15.74,5438332602,63.78,7.38
104,2002,52.23,11.88,16.36,5351701663,62.63,6.74
104,2003,51.36,12.67,16.87,6372498890,61.45,6.17
104,2004,50.6,13.37,17.55,5064732626,60.43,5.74
104,2005,49.78,14.08,18.2,5859269753,59.38,5.35
104,2006,49.98,13.95,18.09,6395712491,59.59,5.43
104,2007,50.49,13.77,18.28,8524620890,60.01,5.55
104,2008,50.77,13.51,18.19,10725137724,60.41,5.72
104,2009,51.16,13.23,18.11,9616879409,60.87,5.91
104,2010,51.19,13.45,18.06,9982711338,60.61,5.76
104,2011,50.5,13.36,16.42,11551819618,60.33,5.75
104,2012,49.8,13.3,14.8,11578975062,60.02,5.71
104,2013,49.88,13.22,14.82,12423555455,60.15,5.77
104,2014,49.7,13.41,14.75,12522957399,59.86,5.64
104,2015,49.56,13.53,14.7,11323020701,59.65,5.56
104,2016,49.3,13.75,14.58,11848613858,59.29,5.42
104,2017,49.4,13.69,14.64,13176313594,59.4,5.46
104,2022,49.81,13.24,14.76,15302510500,60.08,5.75
105,1990,48.13,15.05,16.77,2737087862,57.49,4.81
105,1991,48.63,14.8,17.11,3206783830,57.99,4.95
105,1992,48.46,14.87,16.95,2618837835,57.84,4.91
105,1993,49.05,14.61,17.44,3013392658,58.39,5.06
105,1994,48.93,14.72,17.5,1719864761,58.22,5.01
105,1995,49.75,14.37,18.31,2033701498,58.99,5.23
105,1996,49.76,14.28,18.2,3319573750,59.1,5.27
105,1997,49.27,14.48,17.79,3875785863,58.65,5.15
105,1998,49.42,14.45,18.03,2547609590,58.76,5.18
105,1999,49.47,14.48,18.17,2584478924,58.75,5.17
105,2000,49.03,14.55,17.63,2537307580,58.47,5.1
105,2001,48.1,15.04,17.16,2498008665,57.5,4.84
105,2002,49.54,14.33,17.93,5087328438,58.94,5.23
105,2003,49.37,14.53,17.98,4669789300,58.64,5.13
105,2004,49.76,14.28,18.25,5058726350,59.09,5.28
105,2005,49.95,14.24,18.42,5320409651,59.2,5.3
105,2006,50.9,13.78,19.1,5818279739,60.12,5.6
105,2007,51.63,13.39,19.61,6451210219,60.85,5.87
105,2008,51.62,13.44,19.49,7743617352,60.77,5.82
105,2009,52.44,12.96,20.03,9009887947,61.65,6.16
105,2010,52.95,12.71,20.38,10128323011,62.13,6.35
105,2011,53.41,12.73,21.86,11648142958,62.39,6.38
105,2012,54.41,12.44,23.75,8773203178,63.25,6.66
105,2013,54.34,12.84,24.88,8031571928,62.84,6.39
105,2014,54.55,13.02,26.19,8801326169,62.8,6.29
105,2015,54.64,13.21,27.29,9219474379,62.7,6.18
105,2016,55.15,13.28,28.89,7909868618,62.94,6.18
105,2017,51.64,14.31,23.58,8943543677,60.06,5.38
105,2022,44.87,16.18,13.2,13129458326,54.65,4.15
106,1990,43.54,15.78,17,44024585240,54.87,4.19
106,1991,43.23,15.8,16.69,49143148094,54.7,4.16
106,1992,43.07,15.74,16.48,59167550163,54.67,4.17
106,1993,43.36,15.63,16.68,66894966969,54.91,4.22
106,1994,43.76,15.47,17.02,74478356958,55.26,4.31
106,1995,43.55,15.48,16.77,88705342903,55.15,4.29
106,1996,43.86,15.32,16.93,100855000000,55.43,4.37
106,1997,43.78,15.35,16.82,100005000000,55.34,4.35
106,1998,43.02,15.68,16.44,72167498981,54.66,4.18
106,1999,43.15,15.65,16.77,79148421053,54.76,4.21
106,2000,43.09,15.6,16.85,93789736842,54.8,4.22
106,2001,40.87,16.48,15.04,92783947368,52.83,3.78
106,2002,40.58,16.59,14.95,100846000000,52.58,3.73
106,2003,41.3,16.21,14.85,110202000000,53.29,3.88
106,2004,41.2,16.15,14.09,124749000000,53.26,3.88
106,2005,41.95,15.87,14.68,143534000000,53.92,4.03
106,2006,42.1,15.96,14.86,162692000000,53.88,4
106,2007,42.65,15.76,15.3,193550000000,54.35,4.1
106,2008,41.84,16.03,15.21,230812000000,53.69,3.96
106,2009,40.56,16.49,14.79,202257000000,52.61,3.74
106,2010,40.59,16.58,14.95,255018000000,52.56,3.72
106,2011,39.3,17.16,14,297952000000,51.36,3.47
106,2012,38.22,17.7,13.27,314443000000,50.3,3.26
106,2013,37.27,18.52,12.62,323276000000,48.99,3.02
106,2014,36.34,19.37,11.98,338066000000,47.66,2.8
106,2015,37.27,18.96,12.68,301355000000,48.53,2.94
106,2016,37.59,18.79,12.91,301256000000,48.87,3
106,2017,37.62,18.79,12.94,319109000000,48.89,3
106,2022,44.13,15.45,17.31,407027000000,55.49,4.36
107,1990,57.73,11.79,35.95,215043970,66.07,7.38
107,1991,57.61,11.84,35.82,244396762,65.94,7.32
107,1992,57.79,11.68,35.94,284875809,66.22,7.48
107,1993,58.08,11.4,36.13,322417837,66.66,7.75
107,1994,57.29,12.09,35.57,356014932,65.5,7.08
107,1995,57.03,12.32,35.39,398988955,65.12,6.88
107,1996,56.94,12.37,35.31,450382328,65.02,6.84
107,1997,56.79,12.51,35.21,508223602,64.79,6.72
107,1998,56.75,12.53,35.16,540096398,64.75,6.7
107,1999,56.8,12.49,35.19,589239754,64.82,6.74
107,2000,56.64,12.63,35.09,624337145,64.59,6.62
107,2001,57.31,12.05,35.56,870031677,65.57,7.12
107,2002,57.4,12,35.65,897031250,65.66,7.16
107,2003,55.77,12.3,33.19,1052121055,64.52,6.81
107,2004,54.11,12.82,30.84,1226829563,63.12,6.34
107,2005,51.67,13.87,27.87,1163362438,60.66,5.49
107,2006,50.74,13.58,25.87,1575200391,60.59,5.64
107,2007,49.33,13.67,23.54,1868383461,59.8,5.5
107,2008,46.5,15.29,20.39,2271646188,56.57,4.53
107,2009,44.93,15.51,17.88,2345294875,55.59,4.37
107,2010,44.54,15.5,17.53,2588176055,55.45,4.35
107,2011,43.61,15.93,16.68,2774350240,54.58,4.14
107,2012,42.5,16.66,15.84,2886163997,53.29,3.83
107,2013,41.48,17.26,15.02,3295009238,52.18,3.59
107,2014,40.29,18.07,14.12,3697353039,50.75,3.31
107,2015,38.85,19.15,13.05,4129505319,48.92,2.98
107,2016,37.75,20,12.29,4409942624,47.47,2.75
107,2017,38.03,19.67,12.42,4816426257,47.97,2.83
107,2022,55.95,12.58,34.04,6170638746,64.31,6.63
108,1990,57.91,10.03,21.46,2681912149,67.2,8.86
108,1991,58,10.02,21.57,2724131458,67.25,8.87
108,1992,57.95,10.03,21.53,2830673378,67.22,8.86
108,1993,57.89,10.05,21.48,2818281085,67.17,8.83
108,1994,57.88,10.04,21.45,2081846498,67.18,8.84
108,1995,56.15,10.63,20.28,2706425157,65.77,8.1
108,1996,54.45,11.22,19.16,2780422049,64.37,7.42
108,1997,52.78,11.8,18.06,2697105823,63.01,6.84
108,1998,51.11,12.37,16.96,2920358711,61.65,6.32
108,1999,49.56,12.9,15.94,3440724710,60.39,5.87
108,2000,47.84,13.46,14.74,2961484954,59.01,5.43
108,2001,46.31,13.92,13.7,3468337942,57.84,5.1
108,2002,46.28,14.12,13.49,3908121307,57.61,5.01
108,2003,46.01,14.43,13.1,4714071980,57.14,4.85
108,2004,46.1,14.6,12.99,5454249126,56.99,4.79
108,2005,46.05,14.72,12.7,6247515888,56.84,4.74
108,2006,46.13,14.79,12.53,6905934218,56.79,4.73
108,2007,44.07,15.57,11.35,8156468826,55.01,4.29
108,2008,42.35,16.22,10.42,9838403101,53.54,3.96
108,2009,40.49,16.99,9.4,10231962390,51.85,3.6
108,2010,40.76,16.86,9.57,10689168016,52.13,3.66
108,2011,41.27,16.6,9.88,12995112690,52.62,3.77
108,2012,41.57,16.4,10.06,12442035339,52.98,3.85
108,2013,41.83,16.38,10.26,13242690786,53.1,3.86
108,2014,41.95,16.3,10.35,14364937124,53.24,3.89
108,2015,42.51,16.08,10.73,13104764378,53.72,4
108,2016,42.74,16.06,10.93,14026048336,53.83,4.01
108,2017,43,15.9,11.09,15365713048,54.11,4.08
108,2022,43.57,15.71,11.45,18780322204,54.54,4.17
109,1990,26.89,25.14,6.53,2547163582,36.81,1.53
109,1991,26.93,25.08,6.54,2750041434,36.89,1.54
109,1992,26.82,25.28,6.51,3021910217,36.59,1.51
109,1993,26.84,25.25,6.51,2709178327,36.64,1.52
109,1994,26.88,25.21,6.53,2998570147,36.69,1.52
109,1995,25.72,27.49,6.19,3720400049,33.29,1.29
109,1996,25.4,28.01,6.08,3822882325,32.5,1.25
109,1997,25.36,28.02,6.05,3793418975,32.47,1.24
109,1998,25.43,27.98,6.08,4010571334,32.52,1.25
109,1999,25.53,27.74,6.09,4121350624,32.86,1.27
109,2000,25.46,27.79,6.05,4069515557,32.76,1.26
109,2001,25.42,27.89,6.04,4088368962,32.63,1.25
109,2002,25.26,28.2,6,4470446352,32.19,1.23
109,2003,25.26,28.15,5.99,5448415540,32.26,1.23
109,2004,25.25,28.18,5.99,6098092512,32.22,1.23
109,2005,25.1,28.38,5.93,6416184236,31.91,1.21
109,2006,24.98,28.54,5.88,6778324087,31.66,1.2
109,2007,25.29,27.82,5.5,7925371459,32.54,1.25
109,2008,25.92,27.9,6,9090406750,32.84,1.28
109,2009,26.78,27.91,6.55,8696366869,33.15,1.31
109,2010,26.25,27.61,6.52,9035824366,33.23,1.3
109,2011,27.36,27.57,7.5,9638728635,33.79,1.35
109,2012,28.17,27.13,7.96,9461776292,34.53,1.41
109,2013,28.43,26.94,7.88,10551030597,34.89,1.44
109,2014,28.73,26.43,7.56,11625848975,35.51,1.49
109,2015,29.87,25.59,8.33,11091483660,36.98,1.61
109,2016,29.39,25.96,7.8,11668015566,36.28,1.55
109,2017,29.67,25.74,8.43,13484541926,36.75,1.59
109,2022,30.14,25.61,8.03,18357069273,37.12,1.61
111,1990,48.88,18.56,19.8,1506914408,53.49,3.53
111,1991,52.58,16.73,23.44,2133692697,57.18,4.21
111,1992,54.66,16.37,26.15,2164298425,58.66,4.47
111,1993,56.47,16.23,28.71,1847353211,59.76,4.65
111,1994,48.54,18.6,19.87,1944876755,53.2,3.49
111,1995,40.74,20.54,11.08,2091726101,47.2,2.68
111,1996,41.06,20.44,11.02,2132087009,47.45,2.71
111,1997,41.17,20.26,10.75,2071996564,47.68,2.74
111,1998,41.55,19.81,10.59,2032347665,48.32,2.84
111,1999,41.87,19.5,10.43,1985922776,48.79,2.91
111,2000,42.06,19.32,10.19,1779520886,49.05,2.95
111,2001,43.18,19.17,11.46,1746063558,49.78,3.05
111,2002,44.56,18.72,12.84,1777057481,50.94,3.23
111,2003,45.83,18.66,14.23,2051147607,51.64,3.32
111,2004,46.72,18.81,15.42,2362501023,51.94,3.35
111,2005,44.22,19.55,13.69,2936019526,49.94,3.05
111,2006,42.38,19.58,12.26,3919577286,49.02,2.94
111,2007,40.23,20.21,10.79,4346212355,47.31,2.7
111,2008,37.98,20.87,9.25,5206437194,45.52,2.47
111,2009,37.74,21.15,9.28,4714595548,45.13,2.42
111,2010,37.84,20.92,9.42,5628878798,45.46,2.47
111,2011,37.37,21.38,9.32,6764627746,44.75,2.38
111,2012,36.33,22.97,9.12,6728208836,42.53,2.13
111,2013,36.17,23.2,9.19,7223071097,42.22,2.1
111,2014,35.64,23.93,9.13,6592537782,41.2,2
111,2015,35.78,23.85,9.26,6166863897,41.35,2.02
111,2016,35.86,23.85,9.3,6398747592,41.39,2.02
111,2017,35.84,23.87,9.3,6800135898,41.36,2.02
111,2022,35.73,24.16,9.3,9744039515,40.96,1.98
112,1990,44.59,16.8,13.68,2689212760,53.87,3.9
112,1991,44.68,16.71,13.69,2895354736,54.01,3.94
112,1992,44.66,16.68,13.63,3267677814,54.04,3.95
112,1993,44.86,16.55,13.76,3307302126,54.27,4
112,1994,44.83,16.57,13.74,3606050873,54.23,3.99
112,1995,44.63,16.6,13.58,4094741652,54.11,3.97
112,1996,44.62,16.57,13.56,4481489762,54.15,3.98
112,1997,44.67,16.54,13.61,4243755308,54.19,3.99
112,1998,44.85,16.47,13.71,4225813976,54.35,4.03
112,1999,44.9,16.47,13.74,4402193195,54.36,4.03
112,2000,45.11,16.36,13.85,4726108622,54.58,4.08
112,2001,45.02,16.38,13.75,4675755867,54.52,4.07
112,2002,44.19,17.45,13.43,4906494249,52.83,3.65
112,2003,44.31,17.33,13.5,5894873920,53.02,3.7
112,2004,44.16,17.46,13.44,6667418752,52.79,3.64
112,2005,43.94,17.49,13.26,6576108447,52.66,3.62
112,2006,44.01,17.34,13.23,7028810681,52.89,3.68
112,2007,44.88,16.83,13.82,8150150209,53.87,3.89
112,2008,45.7,16.54,14.43,9990356674,54.55,4.03
112,2009,45.4,16.8,14.5,9128843109,54.13,3.93
112,2010,45.84,16.91,15.02,10003670690,54.19,3.92
112,2011,47.15,16.4,15.89,11518413430,55.32,4.16
112,2012,47.93,16.07,16.5,11668696397,56.05,4.33
112,2013,47.53,16.18,16.28,12292974141,55.76,4.27
112,2014,47.2,16.18,16.1,13074129952,55.63,4.25
112,2015,46.67,16.45,15.82,12007291046,55.08,4.12
112,2016,46.06,16.82,15.53,12594155464,54.36,3.96
112,2017,45.5,17.09,15.24,13713506131,53.8,3.84
112,2022,44.88,17.96,15.01,12927979286,52.41,3.53
113,2003,55.8,8.04,14.44,765550000000,68.22,11.15
113,2004,57.97,7.77,17.13,819459000000,69.56,12
113,2005,57.91,7.88,15.73,917572000000,69.37,11.73
113,2006,57.12,8.03,13.89,1020270000000,68.78,11.36
113,2007,60.09,7.77,17.47,1102360000000,70.43,12.27
113,2008,62.94,7.29,20.9,1161550000000,72.27,13.82
113,2009,61.03,7.95,22.54,943437000000,70.9,12.16
113,2010,59.94,8.13,24.5,1105420000000,70.43,11.7
113,2011,60.49,8.05,25.27,1229010000000,70.77,11.81
113,2012,61.61,7.84,26.49,1255110000000,71.55,12.27
113,2013,60.9,8.01,26.87,1327440000000,71.1,11.87
113,2014,60.75,8.16,27.9,1364510000000,70.95,11.53
113,2015,60.28,8.45,25.41,1213290000000,70.27,11.02
113,2016,60.87,8.4,23.61,1112230000000,70.43,11.1
113,2017,61.89,8.22,25.84,1190720000000,71.19,11.69
113,2018,63.62,8.22,28.6,1256300000000,72.04,11.89
113,2019,62.68,8.04,26.99,1305210000000,71.76,12.32
113,2022,62.44,7.29,25.83,1463320000000,72.59,14.74
115,1993,31.58,19.92,7.83,2371711383,44.75,2.42
115,1998,34.22,17.82,8.75,1698717505,48.04,2.98
115,1999,33.9,18,8.54,1170782957,47.72,2.92
115,2000,33.83,18.19,8.58,1288429392,47.51,2.88
115,2001,33.95,17.92,8.46,1480673594,47.8,2.93
115,2002,33.93,18.24,8.73,1661818168,47.49,2.89
115,2003,34.45,17.95,9.3,1980907435,48.15,3
115,2004,33.53,19.25,8.94,2598249556,46.2,2.65
115,2005,34.65,18.2,9.5,2988342907,47.89,2.94
115,2006,34,19.18,9.43,3408255451,46.44,2.68
115,2007,34.87,18.64,10.06,4401173152,47.68,2.94
115,2008,35.49,18.46,10.87,6054824248,48.09,2.95
115,2009,35.42,18.97,10.92,5439434272,47.47,2.84
115,2010,35.09,18.72,10.74,6974982370,47.62,2.88
115,2011,34.97,18.88,11.1,8414352020,47.47,2.86
115,2012,34.05,19.32,10.7,8709138635,46.6,2.7
115,2013,33.94,19.4,10.42,9496717876,46.45,2.69
115,2014,33.75,19.7,10.41,9402090138,46.06,2.61
115,2015,33.86,19.69,10.87,7797667197,46.1,2.62
115,2016,31.09,21.2,8.61,7980917076,43.05,2.26
115,2017,31.35,21.04,8.95,9514404016,43.35,2.29
115,2018,31.23,21.13,8.71,11252353421,43.15,2.27
115,2022,31.57,21.51,9.16,14510490660,42.95,2.22
117,1990,40.35,15.07,13.31,2560785660,54.2,4.17
117,1991,40.26,15.21,13.31,2379018326,53.99,4.1
117,1992,39.94,15.58,13.19,1317611864,53.43,3.95
117,1993,39.73,15.86,13.11,768401634,53.01,3.83
117,1994,39.95,15.58,13.21,925817092,53.42,3.94
117,1995,40.3,15.34,13.43,1452165005,53.86,4.06
117,1996,40.35,15.55,13.89,1345719472,53.57,3.97
117,1997,39.74,16.12,13.84,1180934203,52.58,3.73
117,1998,39.41,16.95,14.12,1124440205,51.43,3.44
117,1999,40.28,16.39,14.59,1057408589,52.48,3.67
117,2000,40.63,16,14.63,1136896124,53.11,3.83
117,2001,41.01,15.86,14.81,1267997934,53.46,3.91
117,2002,41.63,15.45,15.11,1396555720,54.23,4.11
117,2003,41.94,15.51,15.37,1595297356,54.29,4.1
117,2004,42.27,15.53,15.67,1992066808,54.4,4.11
117,2005,42.74,15.49,16.05,2523471601,54.65,4.15
117,2006,41.2,16.24,14.85,3414055662,53.11,3.8
117,2007,41.11,16.59,14.65,4234999704,52.7,3.71
117,2008,41.96,16.26,15.21,5623216608,53.46,3.87
117,2009,41.23,16.77,14.66,4583850368,52.57,3.67
117,2010,41.2,16.57,15.06,7189481999,52.75,3.71
117,2011,42.26,16.6,16.42,10409797378,53.24,3.77
117,2012,43.05,15.54,16.61,12292770632,54.71,4.15
117,2013,42.08,16.34,16.1,12582122604,53.43,3.84
117,2014,42.49,16.1,16.71,12226514668,53.89,3.94
117,2015,41.45,16.79,15.8,11619892591,52.67,3.68
117,2016,41.72,16.55,15.93,11181350649,53.06,3.77
117,2017,41.03,17.26,15.57,11480847741,51.93,3.51
117,2022,40.25,16.42,14.01,17146471714,52.58,3.68
118,2001,31.59,22.64,9.36,1159869246,41.8,2.05
118,2006,33.73,19.8,8.44,2721903149,45.64,2.57
118,2007,32.62,19.71,8.75,3680711744,45.26,2.52
118,2008,33.82,19.03,9.29,4545674528,46.47,2.72
118,2009,33.84,18.83,9.02,4159330370,46.67,2.76
118,2010,34.41,18.47,9.42,4142983843,47.31,2.87
118,2011,35.03,18.04,10.07,4544428421,48.13,3
118,2012,35.18,17.85,10.13,4087526242,48.41,3.05
118,2013,34.6,18.11,9.21,4465772400,47.85,2.95
118,2014,34.17,18.2,9.15,4593853291,47.57,2.91
118,2015,34.88,16.96,10.19,4054730078,49,3.29
118,2016,33.94,19.44,10.05,4376930578,46.12,2.67
118,2017,31.42,20.38,8.2,4856599481,43.92,2.36
118,2022,31.31,20.23,7.76,6229801581,44,2.39
119,1990,48.05,13.88,17.16,30179954775,58.59,5.34
119,1991,47.86,14.12,16.77,32285573574,58.23,5.19
119,1992,47.38,14.23,16.14,33711069431,57.9,5.1
119,1993,47.42,14.21,15.85,31655473664,57.94,5.11
119,1994,47.41,14.23,15.52,35604137423,57.92,5.09
119,1995,46.89,14.39,14.85,39030285468,57.51,4.98
119,1996,46.35,14.6,14.2,43161571528,57.05,4.85
119,1997,45.86,14.74,13.56,39147844526,56.68,4.76
119,1998,45.68,14.84,13.22,46497608725,56.49,4.7
119,1999,46.26,14.82,13.89,46266428648,56.76,4.73
119,2000,47.78,14.3,15.28,43017455402,58.02,5.05
119,2001,47.87,14.39,15.32,43831480208,57.96,5.01
119,2002,48.03,14.48,15.45,47077192188,57.93,4.99
119,2003,48.13,14.51,15.48,58029363354,57.94,4.99
119,2004,48.27,14.56,15.55,66114145451,57.95,4.98
119,2005,48.24,14.7,15.54,68852658069,57.78,4.92
119,2006,48.22,14.94,15.61,75883823301,57.5,4.82
119,2007,47.67,15.27,15.22,86947913287,56.88,4.64
119,2008,46.76,15.61,14.47,101823000000,56.08,4.44
119,2009,46.92,15.58,14.46,101155000000,56.18,4.46
119,2010,47.3,15.37,14.6,100865000000,56.57,4.56
119,2011,46.89,15.54,14.29,110081000000,56.18,4.47
119,2012,46.3,15.79,13.83,106937000000,55.63,4.34
119,2013,46.33,15.74,13.75,115739000000,55.7,4.36
119,2014,46.51,15.58,13.76,119131000000,55.97,4.43
119,2015,46.72,15.44,13.89,110414000000,56.23,4.5
119,2016,46.25,15.66,13.59,111573000000,55.77,4.39
119,2017,46.16,15.71,13.53,118541000000,55.67,4.36
119,2022,46.17,15.71,13.54,130913000000,55.66,4.36
120,1990,60.98,9.4,23.79,,69.27,9.82
120,1991,60.96,9.45,23.8,3854856435,69.19,9.73
120,1992,60.91,9.53,23.79,2798696511,69.07,9.6
120,1993,60.96,9.52,23.87,2883161897,69.1,9.61
120,1994,60.85,9.56,23.75,2958108170,69.01,9.56
120,1995,60.93,9.49,23.83,3061646174,69.13,9.67
120,1996,60.96,9.41,23.81,4030146135,69.24,9.8
120,1997,60.36,9.84,24.01,4873663775,68.54,9.25
120,1998,59.77,10.27,24.25,5551118149,67.84,8.76
120,1999,59.4,10.54,24.55,6285219691,67.41,8.49
120,2000,58.71,11.01,24.68,5930685215,66.62,8
120,2001,57.85,11.66,24.69,5650154067,65.54,7.38
120,2002,57.23,12.08,24.97,5950769427,64.84,7.04
120,2003,56.69,12.06,24.44,6583526861,64.62,7.04
120,2004,56.27,12.05,24.1,7937255565,64.43,7.02
120,2005,55.65,12.22,23.67,8868504900,63.97,6.86
120,2006,55.12,12.31,23.29,9509835537,63.61,6.75
120,2007,54.29,12.49,22.65,10811456006,63.02,6.57
120,2008,53.59,12.68,22.13,12920340965,62.48,6.39
120,2009,55.18,12.12,23.48,12263894790,63.83,6.89
120,2010,56.54,11.68,24.63,11411894724,64.93,7.32
120,2011,57.54,11.48,25.48,14619279989,65.59,7.51
120,2012,58.33,11.17,25.99,16688114144,66.29,7.83
120,2013,59.24,10.93,26.66,17198073057,66.97,8.11
120,2014,60.07,10.69,27.25,17978246586,67.6,8.37
120,2015,61.2,10.24,28.35,16208985770,68.65,8.95
120,2016,61.3,10.05,28.27,12069051237,68.92,9.21
120,2017,60.28,10.17,27.01,13264640646,68.33,9.04
120,2022,60.97,9.99,27.73,18406835495,68.83,9.29
28,1990,50.51,13.18,26.04,2115193513,61.04,5.85
28,1991,50.84,13.07,26.38,2069832687,61.32,5.94
28,1992,50.71,13.08,26.23,2411552289,61.24,5.93
28,1993,50.79,12.97,26.26,3163020035,61.4,6.01
28,1994,50.7,13,26.15,4432257174,61.33,5.98
28,1995,50.71,12.99,26.17,5289174943,61.35,5.99
28,1996,50.79,12.97,26.25,6123556717,61.41,6.01
28,1997,50.76,12.96,26.21,4722288496,61.41,6.02
28,1998,50.77,12.92,26.19,6459461639,61.45,6.04
28,1999,50.83,12.91,26.26,8486832801,61.5,6.05
28,2000,50.79,12.94,26.23,8905066164,61.43,6.02
28,2001,50.8,12.95,26.25,6477790688,61.43,6.02
28,2002,50.7,13.02,26.17,6777632512,61.3,5.97
28,2003,50.59,13.02,26.04,10467109978,61.25,5.96
28,2004,50.58,13.03,26.02,10567354056,61.24,5.95
28,2005,50.52,13.03,25.96,11986972419,61.21,5.95
28,2006,50.47,13.07,25.93,14502553710,61.14,5.92
28,2007,50.57,13.02,26.03,20182477481,61.25,5.96
28,2008,50.44,13.07,25.9,31862554102,61.13,5.92
28,2009,50.62,13.01,26.08,36906181381,61.29,5.97
28,2010,50.67,12.99,26.14,49540813342,61.33,5.99
28,2011,50.76,13,26.29,59977326086,61.36,5.99
28,2012,50.29,13.15,25.78,59937796648,60.98,5.86
28,2013,50.23,13.18,25.67,60269732855,60.91,5.84
28,2014,50,13.3,25.47,65531374200,60.67,5.75
28,2015,47.95,13.97,23.38,59607290408,58.98,5.25
28,2016,46.15,14.81,20.9,63298361996,57.22,4.75
28,2017,42.03,16.57,16.1,66053040483,53.37,3.83
28,2022,50.35,13.14,25.88,62253049892,60.99,5.87
121,1990,62.68,12.53,23.59,2789921853,66.06,6.6
121,1991,61.83,13.21,23.16,2996869281,64.96,6.16
121,1992,61.41,13.48,22.78,3429521699,64.47,5.98
121,1993,60.91,13.75,22.54,3251188833,63.94,5.82
121,1994,61.8,13.07,22.92,3666503530,65.06,6.23
121,1995,61.71,13.12,22.81,3978514206,64.96,6.19
121,1996,60.84,13.64,22.12,3989163197,64,5.86
121,1997,59.8,14.25,21.56,4154989950,62.86,5.51
121,1998,59.85,14.27,21.74,3873109866,62.87,5.5
121,1999,59.08,14.88,21.62,3868551730,61.86,5.19
121,2000,59.57,14.52,21.95,3922232165,62.45,5.37
121,2001,59.24,14.56,21.68,3557341215,62.24,5.33
121,2002,59.34,14.4,21.69,3349169826,62.44,5.42
121,2003,59.82,14.28,22.09,4926439384,62.82,5.5
121,2004,59.24,14.51,21.82,6609205995,62.3,5.35
121,2005,58.04,15.28,21.31,7248374838,60.95,4.97
121,2006,57.49,15.66,21.26,8001779551,60.3,4.8
121,2007,57.04,15.91,21.2,8839536476,59.81,4.69
121,2008,58.79,13.9,21.78,8607431497,62.78,5.62
121,2009,59.65,13.33,22.36,8938847189,63.82,5.97
121,2010,57.71,13.82,20.65,11431412421,62.37,5.58
121,2011,53.99,16.5,18.81,12523359441,57.75,4.29
121,2012,54.02,16.15,18.67,13042053592,58.12,4.41
121,2013,55.44,14.69,18.91,12043307277,60.35,5.03
121,2014,52.73,15.98,17.41,12435430970,57.69,4.38
121,2015,50.24,17.4,15.91,11335161084,55.01,3.81
121,2016,53.04,15.06,16.98,10722018732,58.84,4.73
121,2017,55.51,12.45,17.84,12895153160,62.96,6.27
121,2022,53.97,13.65,17.29,12567271005,60.89,5.48
123,1990,41.09,18.34,14.78,3627560239,51,3.32
123,1991,42.27,17.65,15.57,3921476085,52.29,3.57
123,1992,43.11,17.17,16.14,3401211581,53.17,3.75
123,1993,43.87,16.73,16.66,3660041667,53.98,3.93
123,1994,44.53,16.33,17.11,4066775510,54.72,4.1
123,1995,45.06,16.04,17.48,4401104418,55.26,4.23
123,1996,44.63,16.16,17.07,4521580381,54.93,4.16
123,1997,44.14,16.35,16.65,4918691917,54.49,4.06
123,1998,43.53,16.65,16.14,4856255044,53.87,3.92
123,1999,43.22,16.66,15.85,5033642384,53.72,3.9
123,2000,42.74,16.91,15.45,5494252208,53.21,3.79
123,2001,42.39,16.99,15.11,6007055042,52.96,3.74
123,2002,41.99,17.23,14.86,6050875807,52.48,3.64
123,2003,42.09,17.01,14.96,6330473097,52.75,3.7
123,2004,41.76,17.11,14.65,7273938315,52.5,3.65
123,2005,42.23,16.86,14.99,8130258378,52.99,3.76
123,2006,42.3,16.72,15.03,9043715356,53.17,3.8
123,2007,42.05,16.74,14.87,10325618017,53.04,3.77
123,2008,41.13,17.43,14.09,12545438605,51.84,3.52
123,2009,39.85,18.56,13.37,12854985464,49.92,3.16
123,2010,40.91,17.3,13.92,16002656434,51.88,3.54
123,2011,40.7,17.49,13.83,21573872421,51.58,3.48
123,2012,40.63,17.52,13.77,21703100877,51.52,3.47
123,2013,40.5,17.58,13.69,22162204925,51.4,3.45
123,2014,40.37,17.7,13.54,22731612922,51.22,3.42
123,2015,40.08,17.98,13.23,24360801287,50.77,3.33
123,2016,39.65,18.21,12.93,24524109484,50.31,3.25
123,2017,39.09,18.84,12.72,28971588940,49.31,3.06
123,2022,31.26,25.09,8.78,41182939601,39.1,1.77
124,1990,21.72,35.88,4.6,318331000000,21.57,0.79
