country_id,year,top_10_richest_share,bottom_50_poorest_share,top_1_richest_share,gdp,gini,palma_ratio
1,1990,41.74,17.48,16.17,,52.01,3.59
1,1991,41.74,17.47,16.17,,52.01,3.59
1,1992,41.74,17.47,16.17,,52.02,3.6
1,1993,41.74,17.47,16.17,,52.02,3.6
1,1994,41.74,17.47,16.17,,52.01,3.59
1,1995,41.75,17.47,16.17,,52.02,3.6
1,1996,41.75,17.46,16.18,,52.03,3.6
1,1997,41.75,17.46,16.18,,52.03,3.6
1,1998,41.75,17.46,16.18,,52.03,3.6
1,1999,41.75,17.46,16.18,,52.03,3.6
1,2000,41.75,17.46,16.18,3521418060,52.04,3.6
1,2001,41.75,17.46,16.18,2813571754,52.04,3.6
1,2002,41.76,17.45,16.18,3825701439,52.04,3.6
1,2003,41.58,17.65,16.1,4520946819,51.74,3.53
1,2004,41.57,17.68,16.1,5224896719,51.69,3.52
1,2005,41.62,17.67,16.15,6203256539,51.73,3.53
1,2006,41.39,17.76,15.95,6971758282,51.53,3.49
1,2007,41.08,18.06,15.77,9747886187,51.04,3.39
1,2008,40.85,18.3,15.65,10109297048,50.65,3.32
1,2009,39.66,18.92,14.71,12416152732,49.54,3.1
1,2010,38.46,20,14.07,15856668556,47.78,2.8
1,2011,37.67,20.36,13.38,17805098206,47.14,2.69
1,2012,37.43,20.18,13.03,19907329778,47.31,2.71
1,2013,37.44,19.91,12.85,20146416758,47.63,2.76
1,2014,37.89,19.97,13.2,20497128556,47.71,2.77
1,2015,38.26,19.57,13.26,19134221645,48.33,2.87
1,2016,39.11,19.45,13.99,18116572395,48.8,2.93
1,2017,39.77,18.98,14.39,18753456498,49.61,3.06
1,2022,39.79,18.77,14.76,14502158192,49.63,3.15
2,1996,31.81,20.1,7.94,3199640815,44.85,2.46
2,2002,32.41,19.72,8.26,4348068242,45.52,2.56
2,2005,30.44,20.68,7.66,8052077248,43.34,2.24
2,2008,30.79,20.61,7.89,12881352894,43.58,2.27
2,2012,31.08,20.73,8.26,12319834195,43.49,2.28
2,2015,31.6,20.17,8.53,11386853113,44.32,2.39
2,2016,32.95,19.15,8.9,11861199831,45.81,2.67
2,2017,32.14,19.59,8.42,13019726212,45.07,2.53
2,2018,31.48,19.96,8.05,15156424015,44.38,2.42
2,2022,30.74,20.68,7.98,18916378861,43.3,2.25
3,1990,44.49,16.73,14.87,62048507531,53.98,3.95
3,1991,44.18,16.58,14.35,45715676428,54.01,3.98
3,1992,43.22,16.73,13.44,48003133347,53.4,3.87
3,1993,42,16.99,12.39,49945584453,52.56,3.71
3,1994,40.97,17.24,11.49,42543176829,51.81,3.57
3,1995,40.01,17.42,10.59,41764291672,51.17,3.46
3,1996,39.56,17.64,10.32,46941554225,50.75,3.38
3,1997,39.1,17.91,10.09,48177612042,50.25,3.28
3,1998,38.74,18.14,9.93,48187781984,49.86,3.21
3,1999,38.68,18.57,10.01,48640671735,49.3,3.09
3,2000,38.73,18.64,10.08,54790398570,49.24,3.08
3,2001,38.21,19.1,9.87,59413400924,48.51,2.95
3,2002,37.74,19.4,9.64,61516103406,47.97,2.87
3,2003,37.51,19.67,9.58,73482264191,47.57,2.8
3,2004,37.2,19.91,9.45,91913680985,47.17,2.74
3,2005,37.12,20.02,9.44,107047000000,47.03,2.72
3,2006,36.78,20.29,9.32,123084000000,46.59,2.65
3,2007,36.61,20.51,9.28,142483000000,46.28,2.61
3,2008,36.19,20.88,9.12,180384000000,45.68,2.52
3,2009,35.08,21.73,8.66,150317000000,44.24,2.33
3,2010,35.21,21.62,8.74,177785000000,44.46,2.36
3,2011,35.03,21.86,8.7,218332000000,44.11,2.32
3,2012,34.73,22.16,8.61,227144000000,43.64,2.26
3,2013,34.65,22.2,8.57,229701000000,43.54,2.25
3,2014,34.54,22.32,8.53,238943000000,43.36,2.23
3,2015,34.06,22.68,8.32,187494000000,42.74,2.15
3,2016,34.25,22.46,8.39,180764000000,43.07,2.19
3,2017,34.23,22.47,8.38,189881000000,43.05,2.19
3,2022,34.17,22.55,8.36,225560000000,42.91,2.18
5,1990,57.31,9.78,21.62,,67.17,9.3
5,1991,57.34,9.79,21.66,,67.17,9.29
5,1992,56.7,10.55,21.42,,65.95,8.23
5,1993,56.92,10.31,21.54,5880000000,66.37,8.55
5,1994,57.75,9.46,21.9,4432026144,67.74,9.82
5,1995,57.26,9.91,21.67,5538657322,67.01,9.14
5,1996,57.92,9.28,21.95,6535458385,68.02,10.11
5,1997,57.58,9.69,21.86,7675423799,67.39,9.44
5,1998,58.04,9.2,22.04,6506387247,68.18,10.27
5,1999,58.11,9.15,22.09,6152923310,68.27,10.36
5,2000,57.63,9.58,21.85,9129594970,67.55,9.62
5,2001,55.98,10.5,20.78,8936079118,65.78,8.34
5,2002,55.17,10.59,20.05,15285592370,65.33,8.22
5,2003,54.09,11,19.25,17812704586,64.39,7.72
5,2004,52.97,11.46,18.44,23552057679,63.39,7.23
5,2005,51.08,12.73,17.28,36970900884,61.03,6.06
5,2006,49.88,13.26,16.39,52381025141,59.9,5.65
5,2007,48.41,14.13,15.43,65266415494,58.23,5.07
5,2008,47.8,13.84,14.7,88538665085,58.34,5.21
5,2009,48.16,14.08,15.58,70307196182,58.22,5.09
5,2010,48.37,14.56,16.35,83799474070,57.7,4.84
5,2011,48.85,14.59,17.19,111790000000,57.87,4.84
5,2012,50.66,13.23,18.64,128053000000,60.3,5.68
5,2013,51.34,13.1,19.59,132339000000,60.75,5.78
5,2014,52.44,12.56,20.77,135967000000,61.87,6.19
5,2015,54.02,11.5,22.17,90496420507,63.85,7.14
5,2016,55.39,10.66,23.49,52761617226,65.48,8.07
5,2017,56.21,10.37,24.51,73690154991,66.18,8.44
5,2022,57.29,9.82,25.67,104400000000,67.31,9.19
7,2001,47.97,10.69,12.86,268697000000,61.68,7.8
7,2002,49.65,10.3,13.91,97724004252,62.9,8.38
7,2003,46.4,12.49,15.06,127587000000,59.27,6.14
7,2004,44.81,13.26,13.09,164658000000,57.69,5.45
7,2005,43.14,13.7,11.13,198737000000,56.52,4.99
7,2006,41.75,14.45,9.57,232557000000,54.98,4.56
7,2007,43.7,14.49,13.62,287531000000,55.98,4.71
7,2008,44.52,14.61,13.48,361558000000,56.16,4.68
7,2009,40.25,15.41,10.17,332976000000,53.15,4.01
7,2010,41.66,15.84,10.81,423627000000,53.43,3.98
7,2011,39.76,17,10.7,530158000000,51.31,3.53
7,2012,36.58,17.64,7.35,545982000000,49.25,3.12
7,2013,37.15,17.59,8.7,552025000000,49.49,3.14
7,2014,37.43,16.75,8.56,526320000000,50.56,3.36
7,2015,39.4,17.28,10.46,594749000000,50.92,3.43
7,2016,42.68,17.03,12.59,557532000000,52.72,3.79
7,2017,39.56,18.46,10.57,643628000000,49.65,3.17
7,2018,40.37,17.83,11.24,524820000000,50.68,3.4
7,2022,41.76,16.84,12.71,631133000000,52.9,3.83
8,1990,44.45,15.09,17.43,2256863449,55.87,4.41
8,1991,44.44,15.1,17.43,2069870130,55.85,4.41
8,1992,44.43,15.13,17.43,1272835453,55.81,4.39
8,1993,44.39,15.16,17.41,1201312829,55.76,4.38
8,1994,44.4,15.16,17.42,1315158637,55.77,4.38
8,1995,44.15,15.31,17.22,1468317435,55.48,4.3
8,1996,44.91,15.08,17.91,1596968946,56.08,4.44
8,1997,44.23,15.8,17.65,1639492445,55,4.15
8,1998,43.57,16.58,17.3,1893726437,53.85,3.86
8,1999,42.43,17.42,16.61,1845482173,52.42,3.56
8,2000,41.71,17.97,15.33,1911563669,51.53,3.39
8,2001,41.24,18.37,14.33,2118467913,50.88,3.28
8,2002,42.23,18.01,15.92,2376335048,51.76,3.42
8,2003,42.07,18.55,17.04,2807061009,51.18,3.3
8,2004,44.99,17.17,18.66,3576615240,53.97,3.82
8,2005,44,17.69,17.97,4900469511,52.94,3.61
8,2006,36.74,20.53,12.73,6384452067,46.54,2.61
8,2007,37.47,19.8,12.51,9206301270,47.69,2.77
8,2008,36.25,20.41,12.39,11662040714,46.42,2.59
8,2009,35.18,21.28,11.72,8647937081,45.01,2.39
8,2010,38.07,20.2,14.4,9260285756,47.55,2.73
8,2011,36.18,20.9,12.83,10142111825,45.93,2.51
8,2012,36.52,21.05,13.09,10619320683,45.88,2.52
8,2013,36.24,20.85,13.07,11121464437,45.98,2.53
8,2014,37.46,20.41,13.55,11609513247,46.93,2.68
8,2015,38.7,19.96,14.28,10553337518,47.96,2.83
8,2016,37.76,19.57,15.47,10546136236,47.99,2.84
8,2017,41.66,18.8,17.91,11527458709,50.68,3.2
8,2022,44.68,15.08,17.84,19513474648,55.97,4.44
9,1990,22.83,25.15,5.3,311421000000,34.64,1.34
9,1991,25.15,25.11,5.32,325967000000,35.64,1.47
9,1992,24.64,25.93,5.15,325518000000,34.47,1.37
9,1993,25.39,25.54,5.56,312128000000,35.21,1.44
9,1994,25.5,25.54,5.7,322802000000,35.22,1.44
9,1995,25.68,25.69,5.79,368166000000,35.08,1.44
9,1996,25.7,25.85,6.09,401342000000,34.94,1.43
9,1997,25.33,25.5,5.57,435643000000,35.14,1.44
9,1998,25.93,25.37,6.06,399674000000,35.6,1.48
9,1999,25.64,25.56,6.06,389652000000,35.28,1.45
9,2000,25.68,25.6,6.08,416168000000,35.09,1.45
9,2001,26.31,25.97,6.61,379629000000,35.1,1.45
9,2002,26.93,25.14,6.86,395789000000,36.26,1.55
9,2003,26.6,25.96,6.79,467739000000,35.18,1.46
9,2004,26.7,26.01,6.8,614660000000,35.23,1.46
9,2005,26.87,25.63,6.81,695693000000,35.71,1.5
9,2006,26.77,25.67,6.57,748418000000,35.62,1.49
9,2007,26.9,25.87,6.95,855007000000,35.51,1.47
9,2008,27.64,25.3,7.22,1056110000000,36.35,1.55
9,2009,29.21,24.63,8.03,928762000000,37.97,1.69
9,2010,28.64,24.99,7.67,1148890000000,37.25,1.62
9,2011,28.74,25.14,7.66,1398700000000,37.13,1.62
9,2012,28.91,24.88,7.66,1547650000000,37.5,1.65
9,2013,28.66,24.87,7.48,1577300000000,37.39,1.64
9,2014,28.7,24.91,7.75,1468600000000,37.36,1.64
9,2015,28.35,24.77,7.36,1351770000000,37.3,1.62
9,2016,27.54,25.06,6.81,1207580000000,36.61,1.57
9,2017,27.7,25.1,6.87,1326880000000,36.68,1.57
9,2018,26.96,25.69,6.49,1429730000000,35.76,1.5
9,2019,26.06,25.49,6.58,1394670000000,35.49,1.45
9,2020,26.05,25.52,6.58,1330380000000,35.44,1.45
9,2021,26.05,25.52,6.58,1559030000000,35.43,1.45
9,2022,26.05,25.52,6.58,1692960000000,35.43,1.45
10,2004,27.17,30.09,8.37,301458000000,31.03,1.22
10,2005,28.36,29.45,8.35,316092000000,32.36,1.31
10,2006,30.08,28.45,9.9,336280000000,34.21,1.44
10,2007,28.47,28.94,8.52,389186000000,32.92,1.34
10,2008,28.51,29.04,9.11,432052000000,32.9,1.33
10,2009,27.55,29.53,8.03,401759000000,31.88,1.26
10,2010,28.03,29.36,8.42,392275000000,32.29,1.3
10,2011,27.69,29.32,8.39,431685000000,32.22,1.29
10,2012,26,30.04,6.23,409402000000,30.55,1.18
10,2013,26.03,30.22,6.66,430191000000,30.4,1.17
10,2014,27.22,29.66,8.17,442585000000,31.53,1.25
10,2015,26.47,30.13,7.48,381971000000,30.68,1.19
10,2016,27.52,29.76,8.16,395837000000,31.67,1.26
10,2022,27.5,30.03,7.84,470942000000,31.25,1.24
11,1990,40.88,16.27,14.56,8884848485,52.98,3.79
11,1991,40.89,16.25,14.58,5344000000,53,3.79
11,1992,40.88,16.26,14.58,444658672,52.99,3.79
11,1993,40.88,16.27,14.58,1570392598,52.98,3.79
11,1994,40.9,16.25,14.59,1193141110,53,3.79
11,1995,40.84,16.29,14.56,2417331193,52.94,3.78
11,1996,41.1,16.41,14.8,3176507376,52.88,3.74
11,1997,41.92,16.19,15.45,3962362387,53.51,3.86
11,1998,41.67,16.59,15.04,4446368571,52.96,3.73
11,1999,42.06,16.47,15.29,4581248567,53.27,3.78
11,2000,41.46,17.3,14.8,5272615723,52.04,3.5
11,2001,41.58,17.73,14.89,5707616204,51.57,3.39
11,2002,35.99,22.34,12.73,6236087738,44.28,2.28
11,2003,35.26,22.49,12.05,7276413079,43.71,2.22
11,2004,35.75,22.97,12.7,8680405741,43.49,2.19
11,2005,36.58,21.76,13.08,13245421881,45.16,2.38
11,2006,38.86,18.67,14.43,20981929498,49.52,3.01
11,2007,39.38,17.78,14.65,33049419431,50.74,3.24
11,2008,35.87,21.44,12.27,48851293785,45.36,2.41
11,2009,36.9,21.26,13.13,44292427185,45.99,2.49
11,2010,36.56,21.6,12.84,52909294792,45.5,2.43
11,2011,36.81,21.27,13.04,65952796428,45.96,2.49
11,2012,37.33,20.83,13.44,69679944504,46.65,2.58
11,2013,36.97,21.13,13.14,74160560124,46.17,2.52
11,2014,37.1,20.99,13.21,75239785452,46.42,2.55
11,2015,36.46,21.55,12.74,53076235355,45.51,2.43
11,2016,35.8,22.29,12.28,37866996883,44.39,2.3
11,2017,36.91,21.3,13.08,40866627352,45.98,2.49
11,2022,41.68,15.54,15.02,78807470588,54.13,4.09
13,1990,53.73,11.22,20.51,4809511005,64.24,7.41
13,1991,53.68,11.27,20.5,5248911170,64.16,7.36
13,1992,53.76,11.25,20.56,5402232447,64.22,7.38
13,1993,53.62,11.38,20.5,5913001064,64.01,7.25
13,1994,53.52,11.45,20.45,6330627926,63.88,7.18
13,1995,53.71,11.3,20.56,6651180851,64.13,7.33
13,1996,53.43,11.39,20.4,6938166755,63.9,7.23
13,1997,53.46,11.22,20.42,7219407713,64.1,7.4
13,1998,53.18,11.34,20.3,7031309043,63.82,7.26
13,1999,52.88,11.54,20.17,7528469149,63.42,7.05
13,2000,52.81,11.42,20.15,9062898936,63.54,7.17
13,2001,52.47,11.58,19.96,8976196809,63.18,7
13,2002,52.38,11.55,19.93,9593510638,63.17,7.02
13,2003,52.51,11.26,20,11074813830,63.56,7.31
13,2004,52.21,11.44,19.89,13150159574,63.19,7.12
13,2005,52.23,11.34,19.97,15968723404,63.32,7.22
13,2006,52.38,11.41,20.29,18504760638,63.31,7.15
13,2007,52.65,11.37,20.67,21730000000,63.49,7.2
13,2008,52.65,11.62,20.92,25710904255,63.2,6.96
13,2009,52.8,11.72,21.27,22938218085,63.16,6.87
13,2010,53.32,11.46,21.79,25713271277,63.7,7.12
13,2011,53.03,12.01,21.89,28776595745,62.92,6.61
13,2012,53.65,11.58,22.47,30749308511,63.74,7.02
13,2013,53.7,11.8,22.77,32539468085,63.52,6.82
13,2014,53.92,11.83,23.15,33387712766,63.59,6.8
13,2015,54.15,11.88,23.56,31125851064,63.65,6.77
13,2016,54.24,11.78,23.61,32250132979,63.8,6.85
13,2017,54.24,11.8,23.62,35423643617,63.78,6.84
13,2022,54.31,11.77,23.68,44383297872,63.83,6.85
14,1990,38.63,19.47,12.93,31598340778,48.55,2.93
14,1991,37.15,21,12.04,30957483950,45.95,2.54
14,1992,39.77,18.88,13.5,31708874594,49.7,3.11
14,1993,41.33,18.26,14.52,33166519418,51.09,3.34
14,1994,42.83,17.63,15.49,33768660883,52.47,3.58
14,1995,44.35,17.02,16.52,37939748769,53.83,3.83
14,1996,44.34,16.85,16.45,46438484108,54.03,3.89
14,1997,44.27,16.74,16.35,48244309133,54.11,3.91
14,1998,44.13,16.7,16.18,49984559471,54.1,3.92
14,1999,44.12,16.53,16.15,51270569884,54.27,3.97
14,2000,43.92,16.47,15.9,53369787319,54.25,3.97
14,2001,44.21,16.32,16.05,53991289844,54.53,4.04
14,2002,44.45,16.11,16.21,54724081491,54.86,4.12
14,2003,44.82,15.83,16.54,60158929188,55.33,4.24
14,2004,44.88,15.83,16.53,65108544250,55.33,4.24
14,2005,45.11,15.6,16.61,69476001430,55.7,4.34
14,2006,44.68,15.77,16.54,71795735672,55.32,4.25
14,2007,44.3,15.83,16.45,79611644984,55.11,4.2
14,2008,43.35,16.52,15.83,91636997445,53.93,3.92
14,2009,42.9,16.84,15.67,102475000000,53.38,3.8
14,2010,42.54,17.17,15.73,115276000000,52.79,3.65
14,2011,42.17,17.47,15.6,128607000000,52.3,3.55
14,2012,42.01,17.56,15.63,133311000000,52.15,3.52
14,2013,41.81,17.66,15.59,149999000000,51.95,3.49
14,2014,41.6,17.86,15.54,172887000000,51.64,3.43
14,2015,41.36,18.06,15.44,195147000000,51.33,3.37
14,2016,41.34,18.1,15.52,265225000000,51.28,3.36
14,2017,41.34,18.1,15.53,293732000000,51.28,3.36
14,2022,35.51,21.07,11.14,460132000000,45.51,2.49
16,1990,23.44,30.18,4.95,,30.23,1.09
16,1991,23.4,30.23,4.94,,30.15,1.09
16,1992,23.4,30.28,4.95,9200000000,30.09,1.08
16,1993,23.39,30.34,4.95,16416666667,30.01,1.08
16,1994,27.17,26.63,7.31,14952100840,35.7,1.45
16,1995,29.74,24.49,9.21,13970425777,39.19,1.74
16,1996,31.75,23.37,10,14756846154,41.25,1.95
16,1997,33.16,22.22,10.44,14130585516,43.06,2.15
16,1998,33.41,22.25,10.25,15221352699,43.1,2.17
16,1999,32.78,22.13,9.59,12138243081,42.92,2.15
16,2000,33.05,22.66,10.08,12736780455,42.49,2.1
16,2001,32.16,23.78,9.71,12354820144,40.91,1.93
16,2002,32.63,23.64,10.13,14594900945,41.26,1.97
16,2003,31.69,24.43,9.41,17825444724,39.91,1.83
16,2004,30.4,25.17,8.6,23141566293,38.54,1.71
16,2005,30.45,25.06,8.57,30210091837,38.69,1.72
16,2006,30.64,24.98,8.72,36961894281,38.79,1.73
16,2007,33.01,23.69,10.45,45275711996,41.3,1.97
16,2008,33.04,23.37,10.69,60752106347,41.61,2.01
16,2009,32.92,24.05,10.6,50873167326,40.92,1.94
16,2010,32.21,24.1,9.19,57231904543,40.45,1.9
16,2011,35.03,21.97,12.01,61762382328,44.12,2.27
16,2012,33.01,23.67,10.8,65685890439,41.4,1.98
16,2013,30.72,25.9,9.48,75527558966,37.94,1.67
16,2014,31.94,25.18,9.92,78812805039,39.27,1.79
16,2015,30.12,26.13,8.37,56454889147,37.37,1.62
16,2016,30.16,26.54,8.69,47723545321,36.96,1.58
16,2017,30.6,25.88,9.18,54725302250,37.91,1.66
16,2022,27.8,28.74,7.9,73775179925,33.54,1.34
17,1991,25.06,30.29,5.51,210511000000,29.74,1.12
17,1992,24.91,30.25,5.37,234782000000,29.69,1.11
17,1993,24.72,30.32,5.26,224722000000,29.48,1.1
17,1994,25.51,30.21,5.76,244884000000,30.01,1.14
17,1995,24.8,30.28,5.5,288026000000,29.52,1.11
17,1996,24.69,30.28,5.52,279201000000,29.42,1.1
17,1997,24.94,30.07,5.61,252708000000,29.68,1.12
17,1998,24.82,29.86,5.48,258528000000,29.9,1.12
17,1999,25.07,29.49,5.59,258246000000,30.4,1.15
17,2000,25.3,29.28,5.71,236792000000,30.86,1.17
17,2001,24.86,29.78,5.53,236746000000,30.05,1.13
17,2002,24.45,30.02,5.33,258384000000,29.57,1.1
17,2003,24.29,29.84,5.3,318083000000,29.6,1.11
17,2004,24.53,29.76,5.74,369215000000,29.77,1.12
17,2005,24.29,27.03,5.56,385715000000,32.7,1.31
17,2006,24.42,28.52,5.85,408260000000,31.15,1.21
17,2007,25.04,30.08,6.19,470922000000,29.65,1.13
17,2008,24.07,31.07,5.74,517328000000,28.23,1.05
17,2009,23.54,31.51,5.33,483254000000,27.44,1.01
17,2010,23.76,30.67,5.15,481421000000,28.45,1.04
17,2011,23.18,31.46,5.17,523330000000,27.19,0.99
17,2012,23.23,31.69,5.39,496153000000,27.03,0.99
17,2013,23.18,31.61,5.14,521791000000,27.05,0.99
17,2014,23.57,31.47,5.39,535390000000,27.41,1.01
17,2015,23.77,31.09,5.48,462336000000,27.9,1.03
17,2016,23.91,31.3,5.49,476063000000,27.72,1.02
17,2017,23.41,31.43,5.18,502765000000,27.31,1
17,2022,21.26,33.69,4.57,583614000000,23.8,0.84
18,2022,48.33,12.38,16.76,2830507576,60.55,6.62
19,1990,47.14,15.49,15.52,1959965330,56.4,4.51
19,1991,47.12,15.48,15.51,1986437797,56.41,4.51
19,1992,46.96,15.58,15.41,1695315306,56.21,4.46
19,1993,47.06,15.49,15.48,2274558083,56.37,4.51
19,1994,46.79,15.65,15.29,1598075944,56.06,4.42
19,1995,46.67,15.76,15.22,2169627138,55.87,4.37
19,1996,46.8,15.66,15.3,2361116449,56.05,4.42
19,1997,47.04,15.55,15.51,2268301646,56.29,4.48
19,1998,47.11,15.44,15.53,2455092686,56.46,4.53
19,1999,47.19,15.45,15.61,3677393999,56.48,4.53
19,2000,47.02,15.64,15.54,3519991440,56.17,4.44
19,2001,46.95,15.67,15.48,3666222635,56.11,4.42
19,2002,46.98,15.64,15.51,4194342686,56.16,4.44
19,2003,47.02,15.52,15.47,5349258094,56.32,4.49
19,2004,47.34,15.3,15.31,6190270380,56.7,4.59
19,2005,47.76,15.04,15.22,6567654954,57.15,4.7
19,2006,48.24,14.72,15.18,7034111315,57.71,4.86
19,2007,48.41,14.68,14.96,8169048383,57.8,4.86
19,2008,48.93,14.3,14.92,9787734526,58.45,5.06
19,2009,49.14,14.27,14.74,9738626517,58.54,5.06
19,2010,49.8,13.78,14.79,9535345016,59.39,5.33
19,2011,50.11,13.59,14.63,10693321364,59.72,5.43
19,2012,50.93,13.42,15.25,11141358116,60.18,5.62
19,2013,51.59,13.33,15.77,12517845124,60.49,5.76
19,2014,52.42,13.08,16.35,13284527847,61.05,6.02
19,2015,53.11,12.96,16.88,11388160997,61.4,6.19
19,2016,50.75,13.72,15.81,11821065853,59.66,5.56
19,2017,48.03,14.78,14.58,12701655837,57.42,4.84
19,2022,45.44,15.72,13.4,17425418044,55.36,4.28
20,1990,48.92,12.72,18.1,287765007,60.4,5.94
20,1991,48.85,12.81,18.07,240294286,60.27,5.88
20,1992,48.86,12.77,18.06,240233531,60.32,5.9
20,1993,48.74,12.87,17.99,225973693,60.14,5.83
20,1994,48.75,12.84,17.98,258954708,60.19,5.85
20,1995,48.74,12.86,17.97,290490984,60.16,5.83
20,1996,48.63,12.95,17.91,303408346,60.01,5.77
20,1997,48.6,12.99,17.9,352229077,59.95,5.74
20,1998,48.38,13.23,17.81,363458381,59.58,5.58
20,1999,48.66,12.93,17.92,399311200,60.04,5.78
20,2000,48.77,12.84,17.97,460733418,60.2,5.84
20,2001,48.91,12.67,18.01,496110226,60.45,5.97
20,2002,48.84,12.8,18.02,559345264,60.27,5.87
20,2003,48.91,12.73,18.06,651935430,60.38,5.92
20,2004,47.42,13.49,17.11,735348490,58.87,5.38
20,2005,46.56,13.66,16.48,860391000,58.3,5.25
20,2006,45.52,14.09,15.88,942879879,57.36,4.96
20,2007,44.64,14.49,15.41,1255767964,56.51,4.71
20,2008,44.7,14.74,15.57,1317517835,56.3,4.63
20,2009,44.87,14.91,15.95,1331343798,56.21,4.58
20,2010,45.67,14.41,16.79,1673464261,57.16,4.85
20,2011,45.77,14.57,16.99,1938441289,57.05,4.8
20,2012,46.04,14.52,17.32,1939730676,57.25,4.84
20,2013,45.11,14.69,16.55,1913162477,56.64,4.7
20,2014,44.11,15.03,15.77,2057330873,55.8,4.48
20,2015,43.08,15.34,14.89,2154921011,54.98,4.28
20,2016,42.43,15.36,14.35,2322730512,54.65,4.22
20,2017,41.85,15.34,13.85,2591358115,54.41,4.18
20,2022,48.51,12.88,17.74,2898227713,60.02,5.8
21,2022,50.36,11.36,17.92,44008282880,62.51,7.69
22,1990,26.03,25.88,6.13,7753478261,34.91,1.4
22,2001,31.26,21.61,8.6,5800615466,42.67,2.15
22,2004,32.79,20.83,8.61,10156541538,44.21,2.33
22,2007,32.76,20.84,8.63,15778734264,44.14,2.34
22,2011,33.06,21.29,9.45,18644233537,43.8,2.29
22,2015,32.95,21.65,9.51,16404348871,43.42,2.22
22,2022,32.42,21.79,9,24534663636,42.98,2.17
23,1990,60.78,9.03,25.73,3790636324,69.62,10.55
23,1991,62.59,8.53,28.1,3942876703,71.09,11.52
23,1992,63.08,8.99,29.65,4146464587,70.82,10.63
23,1993,64.28,8.88,31.58,4160129175,71.54,10.82
23,1994,65.31,7.82,31.3,4259259604,73.25,13.02
23,1995,65.2,8.09,30.69,4730599122,72.81,12.21
23,1996,65.98,7.3,30.25,4847757218,74.06,14.11
23,1997,66.41,7.08,29.92,5020265627,74.45,14.59
23,1998,66.87,6.82,29.53,4790481509,74.91,15.23
23,1999,66.68,6.83,28.6,5484263347,74.76,15.03
23,2000,66.35,6.85,27.43,5788329609,74.54,14.79
23,2001,66.31,6.78,26.65,5489608300,74.56,14.88
23,2002,65.53,7.08,25.29,5438863983,73.82,13.89
23,2003,65.34,7.39,25.87,7511582173,73.4,13.18
23,2004,65.09,7.78,26.34,8957467707,72.86,12.34
23,2005,64.6,8.02,26.37,9918907108,72.35,11.84
23,2006,63.87,8.71,26.65,9919158482,71.26,10.62
23,2007,64.23,8.71,27.49,10567270656,71.44,10.69
23,2008,63.52,9.04,27.29,10730829116,70.75,10.17
23,2009,63.68,8.86,27.65,10118459242,71.02,10.49
23,2010,61.5,9.71,25.93,12637273429,69.08,9.17
23,2011,60.05,10.25,24.95,15110643612,67.83,8.45
23,2012,58.92,10.88,24.42,13907464500,66.63,7.73
23,2013,56.54,11.74,22.47,14271738933,64.58,6.85
23,2014,55.58,11.84,21.56,15470088501,64.05,6.7
23,2015,54.88,11.93,20.92,13530748845,63.65,6.58
23,2016,54.04,12.36,20.26,15082637184,62.78,6.22
23,2017,54.84,12.15,20.97,16105155857,63.38,6.41
23,2022,54.88,11.82,20.86,20321958850,63.82,6.7
24,2002,58.46,10.58,21.44,509795000000,66.75,8.25
24,2003,57.97,10.93,21.95,558234000000,66.22,7.97
24,2004,56.77,11.45,21.49,669289000000,65.13,7.42
24,2005,58.67,11.1,21.72,891634000000,66.29,7.91
24,2006,58.47,11.71,22.66,1107630000000,65.71,7.44
24,2007,56.75,12.51,23,1397110000000,64.17,6.73
24,2008,57.67,12.5,22.92,1695860000000,64.52,6.75
24,2009,56.87,12.85,21.53,1667000000000,63.78,6.48
24,2010,57.7,12.63,22.87,2208840000000,64.43,6.73
24,2011,58.7,12.76,24.5,2616160000000,64.75,6.66
24,2012,57.58,13.28,25.14,2465230000000,63.81,6.31
24,2013,56.36,13.59,23.27,2472820000000,62.84,6.02
24,2014,56.37,13.75,23.51,2456040000000,62.64,5.88
24,2015,57.58,13.45,22.29,1802210000000,63.37,6.16
24,2016,56.37,13.16,20.41,1795690000000,63.28,6.44
24,2017,55.77,13.09,20.1,2063510000000,63.02,6.47
24,2018,55.53,13.16,19.78,1916930000000,62.93,6.49
24,2019,54.23,13.68,19.36,1873290000000,61.78,6.06
24,2022,55,10.77,19.1,1951920000000,65.4,9.24
25,1990,35.95,18.83,12.09,3520487627,47.82,2.81
25,1991,35.9,18.85,12.05,3701774189,47.78,2.81
25,1992,35.83,18.88,12,4183632940,47.71,2.8
25,1993,35.86,18.84,12.02,4105729021,47.77,2.81
25,1994,35.78,18.9,11.96,4087220219,47.67,2.79
25,1995,35.82,18.87,11.99,4734103536,47.73,2.8
25,1996,35.89,18.8,12.02,5115454090,47.83,2.82
25,1997,35.81,18.83,11.96,5197311972,47.76,2.81
25,1998,35.8,18.85,11.97,4051142386,47.74,2.8
25,1999,35.8,18.87,11.97,4600116699,47.71,2.8
25,2000,35.72,18.96,11.94,6001282104,47.58,2.78
25,2001,35.56,19.04,11.82,5601018684,47.4,2.75
25,2002,35.64,18.97,11.88,5843368268,47.52,2.77
25,2003,35.55,19.1,11.84,6557397070,47.33,2.74
25,2004,35.56,19.08,11.84,7872202803,47.36,2.74
25,2005,35.51,19.08,11.8,9531420028,47.33,2.74
