country_id,year,total_population,fertility_rate
116,2022,38931,2.11
124,1990,15030878,1.61
124,1991,15155090,1.61
124,1992,15276785,1.59
124,1993,15389720,1.57
124,1994,15485449,1.57
124,1995,15565032,1.53
124,1996,15640027,1.53
124,1997,15723622,1.56
124,1998,15827107,1.63
124,1999,15940184,1.66
124,2000,16058760,1.72
124,2001,16182705,1.71
124,2002,16288051,1.73
124,2003,16366912,1.74
124,2004,16425566,1.72
124,2005,16465710,1.71
124,2006,16493852,1.72
124,2007,16531357,1.71
124,2008,16597258,1.76
124,2009,16684150,1.78
124,2010,16771235,1.79
124,2011,16851057,1.75
124,2012,16915194,1.72
124,2013,16967063,1.68
124,2014,17030089,1.70
124,2015,17107433,1.66
124,2016,17204693,1.66
124,2017,17315370,1.62
124,2018,17421280,1.59
124,2019,17537507,1.57
124,2020,17636731,1.55
124,2021,17730564,1.62
124,2022,17904421,1.51
170,1990,6713173,1.58
170,1991,6796943,1.58
170,1992,6875051,1.57
170,1993,6938106,1.51
170,1994,6993587,1.49
170,1995,7040477,1.48
170,1996,7071883,1.50
170,1997,7089163,1.48
170,1998,7110291,1.47
170,1999,7144121,1.48
170,2000,7184007,1.49
170,2001,7226391,1.39
170,2002,7278752,1.38
170,2003,7333447,1.38
170,2004,7384194,1.41
170,2005,7431823,1.42
170,2006,7478509,1.43
170,2007,7545381,1.45
170,2008,7641728,1.48
170,2009,7737645,1.49
170,2010,7825753,1.52
170,2011,7914372,1.51
170,2012,7998926,1.52
170,2013,8091202,1.51
170,2014,8190235,1.53
170,2015,8283934,1.54
170,2016,8374901,1.54
170,2017,8453628,1.52
170,2018,8516344,1.51
170,2019,8577524,1.48
170,2020,8640582,1.47
170,2021,8707023,1.53
170,2022,8792182,1.40
6,1990,63066,2.25
6,1991,63387,2.04
6,1992,64404,2.13
6,1993,65587,2.04
6,1994,66843,2.07
6,1995,68189,2.16
6,1996,69612,2.27
6,1997,71053,2.19
6,1998,72412,2.02
6,1999,73666,1.96
6,2000,74912,2.20
6,2001,76069,2.02
6,2002,77032,1.94
6,2003,77884,1.89
6,2004,78719,1.85
6,2005,79611,1.83
6,2006,80604,1.83
6,2007,81704,1.86
6,2008,82912,2.04
6,2009,84173,2.01
6,2010,85320,1.79
6,2011,86332,1.75
6,2012,87260,1.66
6,2013,88064,1.54
6,2014,88765,1.53
6,2015,89409,1.57
6,2016,89969,1.46
6,2017,90468,1.49
6,2018,90926,1.37
6,2019,91364,1.47
6,2020,91846,1.57
6,2021,92349,1.58
6,2022,92840,1.58
12,1990,275945,2.52
12,1991,280731,2.51
12,1992,285927,2.71
12,1993,291339,2.61
12,1994,296509,2.47
12,1995,301461,2.42
12,1996,306268,2.35
12,1997,310904,2.29
12,1998,315368,2.23
12,1999,319614,2.13
12,2000,323835,2.06
12,2001,327836,2.02
12,2002,331614,1.98
12,2003,335618,1.97
12,2004,339782,1.98
12,2005,343894,2.01
12,2006,348375,2.02
12,2007,353334,2.04
12,2008,358120,2.00
12,2009,362810,2.01
12,2010,367478,1.84
12,2011,371729,1.79
12,2012,375469,1.76
12,2013,378953,1.74
12,2014,382298,1.69
12,2015,385346,1.57
12,2016,388055,1.50
12,2017,390485,1.42
12,2018,392717,1.40
12,2019,394675,1.40
12,2020,395863,1.39
12,2021,396373,1.38
12,2022,397538,1.38
15,1990,258582,1.84
15,1991,259373,1.84
15,1992,260267,1.80
15,1993,261027,1.77
15,1994,261620,1.73
15,1995,262039,1.70
15,1996,262284,1.67
15,1997,262392,1.65
15,1998,262436,1.62
15,1999,262517,1.78
15,2000,262063,1.93
15,2001,262425,1.96
15,2002,264148,1.86
15,2003,265776,1.86
15,2004,267298,1.80
15,2005,268706,1.74
15,2006,270002,1.70
15,2007,271288,1.76
15,2008,272714,1.76
15,2009,274123,1.77
15,2010,275243,1.79
15,2011,276139,1.76
15,2012,276938,1.73
15,2013,277665,1.73
15,2014,278348,1.73
15,2015,278990,1.73
15,2016,279598,1.72
15,2017,280171,1.72
15,2018,280711,1.72
15,2019,281207,1.72
15,2020,281698,1.71
15,2021,282147,1.71
15,2022,282318,1.71
43,1990,10631799,1.81
43,1991,10717640,1.66
43,1992,10785801,1.56
43,1993,10841031,1.49
43,1994,10886021,1.47
43,1995,10925362,1.48
43,1996,10962010,1.46
43,1997,10997934,1.59
43,1998,11034712,1.62
43,1999,11072230,1.64
43,2000,11109109,1.61
43,2001,11144132,1.60
43,2002,11177418,1.65
43,2003,11209383,1.63
43,2004,11238756,1.55
43,2005,11262554,1.49
43,2006,11278550,1.40
43,2007,11287272,1.44
43,2008,11291762,1.58
43,2009,11294719,1.68
43,2010,11297409,1.67
43,2011,11301571,1.73
43,2012,11303175,1.67
43,2013,11298167,1.68
43,2014,11285775,1.66
43,2015,11275065,1.69
43,2016,11265612,1.60
43,2017,11247829,1.59
43,2018,11227118,1.61
43,2019,11202846,1.54
43,2020,11176354,1.49
43,2021,11122168,1.43
43,2022,11059820,1.41
49,1990,69627,3.09
49,1991,69296,3.15
49,1992,69325,3.18
49,1993,69433,3.20
49,1994,69477,2.96
49,1995,69469,2.71
49,1996,69410,2.55
49,1997,69299,2.41
49,1998,69124,2.32
49,1999,68870,2.46
49,2000,68511,2.35
49,2001,68288,2.40
49,2002,68367,2.16
49,2003,68531,2.08
49,2004,68649,2.02
49,2005,68734,2.00
49,2006,68806,2.07
49,2007,68847,2.02
49,2008,68854,1.97
49,2009,68864,1.92
49,2010,68859,1.89
49,2011,69053,1.86
49,2012,69118,1.83
49,2013,69715,1.78
49,2014,70373,1.71
49,2015,70410,1.65
49,2016,69606,1.58
49,2017,68496,1.54
49,2018,68174,1.52
49,2019,67880,1.50
49,2020,67573,1.50
49,2021,67202,1.48
49,2022,66826,1.48
50,1990,7151166,3.41
50,1991,7299853,3.35
50,1992,7447474,3.29
50,1993,7594572,3.23
50,1994,7741694,3.16
50,1995,7888115,3.10
50,1996,8032894,3.04
50,1997,8174078,2.92
50,1998,8310362,2.84
50,1999,8446208,2.85
50,2000,8584190,2.87
50,2001,8720283,2.83
50,2002,8852235,2.76
50,2003,8980620,2.70
50,2004,9104892,2.64
50,2005,9225034,2.57
50,2006,9341183,2.51
50,2007,9455658,2.51
50,2008,9573130,2.55
50,2009,9695265,2.57
50,2010,9820175,2.56
50,2011,9945621,2.53
50,2012,10070411,2.50
50,2013,10193833,2.47
50,2014,10315528,2.45
50,2015,10434829,2.43
50,2016,10551430,2.41
50,2017,10666843,2.40
50,2018,10782053,2.40
50,2019,10894043,2.37
50,2020,11008300,2.33
50,2021,11123476,2.29
50,2022,11230734,2.27
68,1990,99957,3.06
68,1991,100793,3.11
68,1992,101602,2.97
68,1993,102382,2.81
68,1994,103138,2.79
68,1995,103869,2.82
68,1996,104584,2.85
68,1997,105293,2.80
68,1998,106009,2.49
68,1999,106727,2.39
68,2000,107451,2.44
68,2001,107987,2.42
68,2002,108404,2.38
68,2003,108884,2.33
68,2004,109323,2.29
68,2005,109734,2.24
68,2006,110135,2.20
68,2007,110522,2.15
68,2008,110896,2.12
68,2009,111254,2.08
68,2010,111586,2.04
68,2011,112079,2.01
68,2012,112775,1.97
68,2013,113487,1.91
68,2014,114132,1.80
68,2015,114676,1.72
68,2016,115130,1.62
68,2017,115438,1.44
68,2018,115691,1.53
68,2019,115981,1.54
68,2020,116341,1.53
68,2021,116688,1.52
68,2022,116913,1.50
73,1990,6854441,5.41
73,1991,6995450,5.32
73,1992,7136571,5.21
73,1993,7278181,5.10
73,1994,7419771,4.99
73,1995,7562546,4.88
73,1996,7707557,4.78
73,1997,7854298,4.67
73,1998,8002143,4.56
73,1999,8151296,4.45
73,2000,8303151,4.39
73,2001,8455918,4.25
73,2002,8607641,4.13
73,2003,8759912,4.05
73,2004,8910263,3.94
73,2005,9061273,3.84
73,2006,9216562,3.76
73,2007,9373296,3.69
73,2008,9530774,3.62
73,2009,9689581,3.57
73,2010,9803294,3.50
73,2011,9914904,3.43
73,2012,10069771,3.32
73,2013,10222362,3.22
73,2014,10373235,3.16
73,2015,10523242,3.11
73,2016,10671457,3.05
73,2017,10817754,2.99
73,2018,10962362,2.92
73,2019,11105163,2.86
73,2020,11243848,2.80
73,2021,11374586,2.75
73,2022,11503606,2.70
86,1990,2379877,2.96
86,1991,2400869,3.00
86,1992,2424701,3.03
86,1993,2449916,2.99
86,1994,2475220,2.93
86,1995,2500151,2.85
86,1996,2524463,2.77
86,1997,2547848,2.68
86,1998,2569736,2.57
86,1999,2589795,2.47
86,2000,2607826,2.35
86,2001,2624403,2.30
86,2002,2640572,2.27
86,2003,2656623,2.24
86,2004,2672225,2.20
86,2005,2687066,2.15
86,2006,2700968,2.09
86,2007,2713800,2.02
86,2008,2725635,1.95
86,2009,2736995,1.88
86,2010,2748568,1.80
86,2011,2760494,1.72
86,2012,2772430,1.65
86,2013,2783687,1.59
86,2014,2793749,1.54
86,2015,2802534,1.51
86,2016,2809915,1.46
86,2017,2815764,1.43
86,2018,2820097,1.40
86,2019,2823271,1.39
86,2020,2830739,1.38
86,2021,2837682,1.38
86,2022,2839144,1.37
145,1990,40432,2.73
145,1991,40358,2.60
145,1992,40715,2.43
145,1993,41242,2.38
145,1994,41776,2.31
145,1995,42326,2.30
145,1996,42877,2.26
145,1997,43428,2.30
145,1998,43998,2.31
145,1999,44601,2.26
145,2000,45248,2.13
145,2001,45761,2.08
145,2002,46020,2.04
145,2003,46176,2.00
145,2004,46315,1.96
145,2005,46437,1.93
145,2006,46569,1.90
145,2007,46706,1.87
145,2008,46835,1.83
145,2009,46916,1.80
145,2010,46846,1.76
145,2011,46886,1.74
145,2012,47033,1.71
145,2013,47069,1.68
145,2014,47089,1.67
145,2015,47087,1.64
145,2016,47075,1.63
145,2017,47050,1.61
145,2018,47008,1.59
145,2019,46952,1.57
145,2020,46870,1.55
145,2021,46763,1.53
145,2022,46709,1.51
146,1990,137857,3.24
146,1991,139520,3.19
146,1992,141617,3.11
146,1993,143726,3.00
146,1994,145890,3.03
146,1995,148208,3.03
146,1996,150436,2.71
146,1997,152569,2.74
146,1998,154677,2.40
146,1999,156702,2.50
146,2000,158616,2.21
146,2001,160237,2.13
146,2002,161641,2.03
146,2003,162976,1.94
146,2004,164239,1.86
146,2005,165450,1.81
146,2006,166639,1.77
146,2007,167758,1.70
146,2008,168808,1.70
146,2009,169869,1.74
146,2010,170906,1.67
146,2011,171801,1.50
146,2012,172587,1.50
146,2013,173369,1.50
146,2014,174138,1.49
146,2015,174905,1.47
146,2016,175646,1.46
146,2017,176342,1.45
146,2018,177017,1.44
146,2019,177661,1.42
146,2020,178250,1.41
146,2021,178522,1.40
146,2022,178781,1.39
147,1990,111812,2.73
147,1991,112222,2.75
147,1992,112509,2.76
147,1993,112735,2.74
147,1994,112918,2.68
147,1995,113047,2.61
147,1996,113119,2.53
147,1997,113141,2.43
147,1998,113180,2.35
147,1999,113366,2.31
147,2000,113545,2.31
147,2001,113501,2.30
147,2002,113347,2.22
147,2003,113141,2.14
147,2004,112835,2.09
147,2005,112450,2.07
147,2006,112014,2.03
147,2007,111531,2.06
147,2008,111028,2.15
147,2009,110508,2.17
147,2010,109959,2.14
147,2011,109349,2.08
147,2012,108736,2.11
147,2013,108135,2.11
147,2014,107535,2.14
147,2015,106960,2.13
147,2016,106349,2.06
147,2017,105663,1.94
147,2018,104926,1.90
147,2019,104167,1.86
147,2020,103526,1.83
147,2021,102841,1.81
147,2022,102046,1.79
178,1990,1252208,2.39
178,1991,1262171,2.29
178,1992,1271674,2.21
178,1993,1280466,2.13
178,1994,1288341,2.06
178,1995,1295169,1.97
178,1996,1300928,1.89
178,1997,1305836,1.83
178,1998,1310225,1.78
178,1999,1314708,1.76
178,2000,1319774,1.73
178,2001,1325567,1.71
178,2002,1332011,1.67
178,2003,1338709,1.65
178,2004,1345380,1.63
178,2005,1352034,1.63
178,2006,1358698,1.62
178,2007,1365377,1.62
178,2008,1372084,1.62
178,2009,1379056,1.62
178,2010,1386654,1.61
178,2011,1394983,1.61
178,2012,1403809,1.61
178,2013,1412653,1.60
178,2014,1421131,1.60
178,2015,1429188,1.60
178,2016,1437026,1.60
178,2017,1445261,1.59
178,2018,1470518,1.59
178,2019,1484894,1.58
178,2020,1481024,1.57
178,2021,1487717,1.56
178,2022,1495921,1.54
18,1990,183076,4.80
18,1991,187040,4.60
18,1992,190983,4.43
18,1993,194902,4.21
18,1994,199097,3.97
18,1995,204146,3.88
18,1996,210310,3.76
18,1997,217446,3.74
18,1998,225173,3.75
18,1999,233059,3.73
18,2000,240799,3.63
18,2001,248379,3.53
18,2002,256009,3.43
18,2003,263780,3.34
18,2004,271688,3.25
18,2005,279731,3.17
18,2006,287878,3.02
18,2007,296100,2.89
18,2008,304361,2.78
18,2009,312614,2.66
18,2010,320245,2.55
18,2011,327298,2.53
18,2012,334414,2.51
18,2013,341627,2.50
18,2014,348923,2.47
18,2015,356333,2.43
18,2016,364705,2.40
18,2017,373202,2.37
18,2018,380226,2.34
18,2019,385829,2.14
18,2020,390812,2.04
18,2021,395346,1.84
18,2022,402733,1.95
41,1990,3121706,3.17
41,1991,3202176,3.08
41,1992,3284258,3.00
41,1993,3367434,2.93
41,1994,3451122,2.86
41,1995,3535176,2.78
41,1996,3619013,2.68
41,1997,3701711,2.59
41,1998,3782838,2.53
41,1999,3862101,2.48
41,2000,3937739,2.41
41,2001,4008947,2.31
41,2002,4075705,2.16
41,2003,4138784,2.08
41,2004,4200078,2.03
41,2005,4261240,2.04
41,2006,4321340,1.94
41,2007,4380248,1.95
41,2008,4440056,1.98
41,2009,4499791,1.95
41,2010,4555962,1.83
41,2011,4609833,1.88
41,2012,4663934,1.85
41,2013,4716147,1.78
41,2014,4767119,1.80
41,2015,4818038,1.80
41,2016,4866998,1.75
41,2017,4913177,1.71
41,2018,4957818,1.71
41,2019,4999553,1.60
41,2020,5034320,1.45
41,2021,5059988,1.35
41,2022,5081765,1.34
54,1990,5399726,3.96
54,1991,5495077,3.89
54,1992,5585609,3.80
54,1993,5659957,3.69
54,1994,5714129,3.61
54,1995,5762131,3.57
54,1996,5805286,3.48
54,1997,5844578,3.38
54,1998,5880781,3.34
54,1999,5913900,3.22
54,2000,5943366,3.08
54,2001,5968060,2.93
54,2002,5986631,2.78
54,2003,5998599,2.64
54,2004,6004671,2.52
54,2005,6005578,2.44
54,2006,6002319,2.40
54,2007,6009824,2.35
54,2008,6029297,2.29
54,2009,6048279,2.26
54,2010,6068249,2.24
54,2011,6090127,2.22
54,2012,6113975,2.19
54,2013,6138839,2.15
54,2014,6162955,2.13
54,2015,6183676,2.07
54,2016,6200800,1.97
54,2017,6213533,1.90
54,2018,6219807,1.85
54,2019,6222318,1.84
54,2020,6234673,1.82
54,2021,6255782,1.80
54,2022,6280319,1.79
69,1990,9024773,5.48
69,1991,9272584,5.38
69,1992,9522266,5.31
69,1993,9779761,5.25
69,1994,10043718,5.19
69,1995,10312996,5.11
69,1996,10583526,5.01
69,1997,10857754,4.91
69,1998,11139145,4.80
69,1999,11422965,4.69
69,2000,11697592,4.58
69,2001,11969422,4.50
69,2002,12246915,4.37
69,2003,12525842,4.25
69,2004,12807402,4.13
69,2005,13087629,3.97
69,2006,13367459,3.85
69,2007,13652040,3.72
69,2008,13935174,3.57
69,2009,14215611,3.47
69,2010,14500112,3.38
69,2011,14792126,3.29
69,2012,15089647,3.22
69,2013,15387337,3.15
69,2014,15681725,3.09
69,2015,15971743,3.03
69,2016,16268760,2.97
69,2017,16567357,2.86
69,2018,16845685,2.74
69,2019,17103803,2.59
69,2020,17357325,2.47
69,2021,17598650,2.39
69,2022,17847877,2.34
74,1990,4980488,5.27
74,1991,5123792,5.19
74,1992,5271431,5.11
74,1993,5423249,5.03
74,1994,5579242,4.94
74,1995,5739637,4.84
74,1996,5903954,4.71
74,1997,6071454,4.59
74,1998,6234431,4.47
74,1999,6400463,4.37
74,2000,6577773,4.29
74,2001,6757993,4.15
74,2002,6938859,4.00
74,2003,7119213,3.84
74,2004,7298994,3.71
74,2005,7478355,3.58
74,2006,7656832,3.45
74,2007,7834798,3.35
74,2008,8012587,3.26
74,2009,8189899,3.17
74,2010,8365878,3.08
74,2011,8540583,3.00
74,2012,8715076,2.93
74,2013,8889278,2.86
74,2014,9063122,2.79
74,2015,9237305,2.75
74,2016,9412380,2.70
74,2017,9588137,2.66
74,2018,9765210,2.65
74,2019,9943633,2.61
74,2020,10119640,2.58
74,2021,10289877,2.55
74,2022,10463872,2.52
113,1990,82820170,3.44
113,1991,84430572,3.36
113,1992,86044809,3.29
113,1993,87653807,3.21
113,1994,89259205,3.13
113,1995,90862455,3.04
113,1996,92452702,2.96
113,1997,94021207,2.89
113,1998,95575245,2.82
113,1999,97115707,2.76
113,2000,98625552,2.71
113,2001,100099099,2.67
113,2002,101548624,2.63
113,2003,102978515,2.58
113,2004,104394131,2.54
113,2005,105811504,2.50
113,2006,107253666,2.46
113,2007,108774360,2.42
113,2008,110374288,2.39
113,2009,111999721,2.36
113,2010,113623895,2.34
113,2011,115243504,2.32
113,2012,116818208,2.29
113,2013,118343573,2.27
113,2014,119784261,2.21
113,2015,121072306,2.14
113,2016,122251351,2.09
113,2017,123400057,2.04
113,2018,124573711,2.03
113,2019,125762982,2.02
113,2020,126799054,1.99
113,2021,127648148,1.97
113,2022,128613117,1.94
126,1990,4162559,4.60
126,1991,4259637,4.43
126,1992,4357026,4.27
126,1993,4453732,4.10
126,1994,4549316,3.94
126,1995,4642931,3.78
126,1996,4729974,3.62
126,1997,4809573,3.47
126,1998,4883655,3.34
126,1999,4954018,3.22
126,2000,5022633,3.12
126,2001,5087825,3.00
126,2002,5149909,2.89
126,2003,5210963,2.83
126,2004,5272912,2.78
126,2005,5342105,2.77
126,2006,5418855,2.73
126,2007,5497243,2.70
126,2008,5576593,2.66
126,2009,5656601,2.63
126,2010,5737450,2.60
126,2011,5819051,2.56
126,2012,5901287,2.53
126,2013,5983845,2.49
126,2014,6066492,2.46
126,2015,6149417,2.43
126,2016,6232666,2.41
126,2017,6316231,2.38
126,2018,6400080,2.35
126,2019,6483657,2.32
126,2020,6565267,2.30
126,2021,6644741,2.27
126,2022,6730654,2.24
134,1990,2455583,3.07
134,1991,2508265,3.00
134,1992,2561336,2.95
134,1993,2615099,2.91
134,1994,2669546,2.88
134,1995,2724557,2.85
134,1996,2780227,2.83
134,1997,2836695,2.81
134,1998,2893914,2.79
134,1999,2951822,2.77
134,2000,3010369,2.74
134,2001,3069537,2.72
134,2002,3129344,2.70
134,2003,3189807,2.68
134,2004,3251155,2.68
134,2005,3313026,2.64
134,2006,3375024,2.62
134,2007,3437490,2.61
134,2008,3500648,2.61
134,2009,3564381,2.59
134,2010,3628535,2.59
134,2011,3693505,2.60
134,2012,3759256,2.59
134,2013,3825329,2.57
134,2014,3892101,2.55
134,2015,3960035,2.53
134,2016,4029086,2.50
134,2017,4098707,2.46
134,2018,4167860,2.40
134,2019,4234700,2.29
134,2020,4293261,2.18
134,2021,4345405,2.15
134,2022,4400773,2.14
7,1990,32755901,3.03
7,1991,33230294,3.01
7,1992,33693527,2.99
7,1993,34152717,2.97
7,1994,34613491,2.94
7,1995,35070020,2.86
7,1996,35513793,2.78
7,1997,35947791,2.71
7,1998,36372860,2.66
7,1999,36794682,2.64
7,2000,37213984,2.59
7,2001,37624825,2.53
7,2002,38029349,2.49
7,2003,38424282,2.45
7,2004,38815916,2.43
7,2005,39216789,2.43
7,2006,39622115,2.40
7,2007,40016763,2.37
7,2008,40424148,2.43
7,2009,40854831,2.40
7,2010,41288694,2.41
7,2011,41730660,2.39
7,2012,42161721,2.30
7,2013,42582455,2.34
7,2014,43024071,2.39
7,2015,43477012,2.35
7,2016,43900313,2.24
7,2017,44288894,2.17
7,2018,44654882,2.07
7,2019,44973465,1.88
7,2020,45191965,1.60
7,2021,45312281,1.59
7,2022,45407904,1.48
21,1990,7130142,4.90
21,1991,7280289,4.85
21,1992,7430336,4.71
21,1993,7579195,4.59
21,1994,7727322,4.49
21,1995,7874676,4.41
21,1996,8021736,4.34
21,1997,8167900,4.22
21,1998,8313394,4.15
21,1999,8459806,4.09
21,2000,8606326,3.99
21,2001,8752736,3.89
21,2002,8900355,3.80
21,2003,9050700,3.72
21,2004,9204287,3.63
21,2005,9360754,3.56
21,2006,9521689,3.53
21,2007,9685960,3.45
21,2008,9850858,3.36
21,2009,10016275,3.29
21,2010,10182345,3.21
21,2011,10348929,3.14
21,2012,10515807,3.08
21,2013,10682608,3.01
21,2014,10848888,2.95
21,2015,11014705,2.89
21,2016,11180020,2.83
21,2017,11344587,2.78
21,2018,11508368,2.73
21,2019,11671386,2.69
21,2020,11816299,2.65
21,2021,11937360,2.62
21,2022,12077154,2.58
24,1990,149143223,2.90
24,1991,151724256,2.81
24,1992,154275079,2.71
24,1993,156794577,2.66
24,1994,159265006,2.60
24,1995,161735073,2.57
24,1996,164202549,2.51
24,1997,166661659,2.47
24,1998,169159655,2.42
24,1999,171641543,2.34
24,2000,174018282,2.25
24,2001,176301203,2.16
24,2002,178503484,2.08
24,2003,180622688,2.01
24,2004,182675143,1.97
24,2005,184688101,1.94
24,2006,186653106,1.90
24,2007,188552320,1.85
24,2008,190367302,1.82
24,2009,192079951,1.80
24,2010,193701929,1.79
24,2011,195284734,1.78
24,2012,196876111,1.77
24,2013,198478299,1.76
24,2014,200085127,1.78
24,2015,201675532,1.78
24,2016,203218114,1.73
24,2017,204703445,1.74
24,2018,206107261,1.74
24,2019,207455459,1.71
24,2020,208660842,1.65
24,2021,209550294,1.64
24,2022,210306415,1.63
36,1990,13437176,2.58
36,1991,13662491,2.56
36,1992,13884577,2.48
36,1993,14102276,2.43
36,1994,14316256,2.38
36,1995,14527381,2.35
36,1996,14734046,2.28
36,1997,14932434,2.20
36,1998,15127799,2.15
36,1999,15319313,2.07
36,2000,15503635,2.05
36,2001,15683849,2.01
36,2002,15857925,1.93
36,2003,16024752,1.89
36,2004,16187322,1.84
36,2005,16348778,1.83
36,2006,16509195,1.80
36,2007,16671581,1.83
36,2008,16838988,1.85
36,2009,17009731,1.86
36,2010,17181464,1.84
36,2011,17351816,1.82
36,2012,17519119,1.80
36,2013,17687006,1.79
36,2014,17864195,1.77
36,2015,18047625,1.74
36,2016,18267221,1.69
36,2017,18558868,1.56
36,2018,18893191,1.54
36,2019,19197744,1.43
36,2020,19370624,1.31
36,2021,19456334,1.18
36,2022,19553036,1.26
38,1990,32440069,3.00
38,1991,33098372,2.98
38,1992,33760571,2.98
38,1993,34441473,2.98
38,1994,35127410,2.94
38,1995,35804662,2.85
38,1996,36462745,2.77
38,1997,37121149,2.74
38,1998,37792165,2.72
38,1999,38454863,2.64
38,2000,39089934,2.57
38,2001,39709262,2.52
38,2002,40324680,2.49
38,2003,40937429,2.45
38,2004,41543171,2.38
38,2005,42128977,2.31
38,2006,42691084,2.24
38,2007,43235374,2.20
38,2008,43758808,2.16
38,2009,44271541,2.10
38,2010,44777319,2.01
38,2011,45259614,1.94
38,2012,45715810,1.90
38,2013,46151584,1.86
38,2014,46565429,1.82
38,2015,46969940,1.77
38,2016,47437512,1.72
38,2017,48131078,1.72
38,2018,49024465,1.72
38,2019,49907985,1.71
38,2020,50629997,1.69
38,2021,51188173,1.68
38,2022,51737944,1.66
52,1990,10473673,3.68
52,1991,10702380,3.63
52,1992,10930128,3.58
52,1993,11154274,3.49
52,1994,11372197,3.42
52,1995,11590514,3.38
52,1996,11810950,3.35
52,1997,12031127,3.29
52,1998,12251184,3.23
52,1999,12470795,3.17
52,2000,12689206,3.10
52,2001,12910740,3.04
52,2002,13138472,2.97
52,2003,13372306,2.91
52,2004,13608701,2.85
52,2005,13846163,2.80
52,2006,14086131,2.75
52,2007,14328773,2.70
52,2008,14575202,2.69
52,2009,14825954,2.68
52,2010,15076695,2.62
52,2011,15326227,2.61
52,2012,15572194,2.51
52,2013,15807128,2.36
52,2014,16035124,2.27
52,2015,16266225,2.21
52,2016,16505139,2.12
52,2017,16759519,2.13
52,2018,17049547,2.11
52,2019,17340021,2.04
52,2020,17546065,1.97
52,2021,17682454,1.91
52,2022,17823897,1.86
72,1990,749894,3.18
72,1991,747861,3.18
72,1992,749911,3.19
72,1993,752965,3.20
72,1994,755822,3.23
72,1995,758388,3.24
72,1996,760526,3.23
72,1997,762245,3.22
72,1998,763586,3.18
72,1999,764483,3.13
72,2000,764832,3.06
72,2001,764477,2.96
72,2002,763652,2.84
72,2003,763101,2.75
72,2004,762418,2.68
72,2005,760914,2.65
72,2006,758966,2.66
72,2007,756861,2.68
72,2008,754606,2.70
72,2009,752094,2.69
72,2010,749256,2.68
72,2011,746153,2.69
72,2012,746288,2.70
72,2013,750021,2.71
72,2014,754229,2.70
72,2015,758781,2.67
72,2016,763548,2.63
72,2017,768479,2.59
72,2018,791556,2.55
72,2019,807665,2.52
72,2020,807481,2.49
72,2021,815482,2.46
72,2022,821637,2.44
136,1990,4035747,4.57
136,1991,4144364,4.48
136,1992,4253600,4.40
136,1993,4362696,4.28
136,1994,4471417,4.20
136,1995,4579806,4.11
136,1996,4687543,4.01
136,1997,4794412,3.91
136,1998,4900025,3.80
136,1999,5003135,3.67
136,2000,5100868,3.51
136,2001,5187689,3.36
136,2002,5261328,3.23
136,2003,5326436,3.12
136,2004,5388175,3.05
136,2005,5448097,2.97
136,2006,5505148,2.89
136,2007,5559386,2.82
136,2008,5613574,2.79
136,2009,5671236,2.76
136,2010,5737971,2.70
136,2011,5814626,2.67
136,2012,5897008,2.66
136,2013,5982445,2.64
136,2014,6069811,2.65
136,2015,6159103,2.65
136,2016,6249126,2.62
136,2017,6338660,2.59
136,2018,6427382,2.56
136,2019,6515058,2.53
136,2020,6603739,2.50
136,2021,6684182,2.47
136,2022,6760464,2.44
137,1990,22014771,3.91
137,1991,22483775,3.79
137,1992,22946340,3.67
137,1993,23413783,3.55
137,1994,23881493,3.43
137,1995,24348919,3.32
137,1996,24811171,3.20
137,1997,25274147,3.10
137,1998,25738095,3.00
137,1999,26186504,2.92
137,2000,26598331,2.85
137,2001,26964601,2.74
137,2002,27288217,2.69
137,2003,27580490,2.66
137,2004,27852190,2.67
137,2005,28101180,2.64
137,2006,28324491,2.62
137,2007,28530699,2.58
137,2008,28719041,2.53
137,2009,28896811,2.48
137,2010,29086019,2.42
137,2011,29304086,2.41
137,2012,29550366,2.36
137,2013,29817919,2.32
137,2014,30115826,2.27
137,2015,30457600,2.23
137,2016,30866494,2.19
137,2017,31324637,2.15
137,2018,31897584,2.12
137,2019,32449303,2.09
137,2020,32838579,2.06
137,2021,33155882,2.03
137,2022,33475438,2.00
167,1990,412493,3.23
167,1991,415013,3.09
167,1992,417589,3.01
167,1993,419352,2.94
167,1994,422375,2.90
167,1995,429606,2.90
167,1996,438830,2.92
167,1997,448067,2.95
167,1998,457406,2.99
167,1999,466916,3.02
167,2000,476643,3.05
167,2001,486560,3.06
167,2002,496551,2.96
167,2003,506414,2.84
167,2004,513923,2.74
167,2005,519313,2.71
167,2006,524997,2.73
167,2007,531016,2.74
167,2008,537245,2.73
167,2009,543568,2.71
167,2010,549923,2.69
167,2011,556269,2.67
167,2012,562633,2.67
167,2013,569020,2.65
167,2014,575373,2.62
167,2015,581627,2.57
167,2016,587757,2.50
167,2017,593713,2.43
167,2018,599513,2.38
167,2019,605768,2.35
167,2020,612317,2.31
167,2021,617896,2.30
167,2022,623164,2.27
188,1990,3104403,2.48
188,1991,3122354,2.45
188,1992,3139702,2.43
188,1993,3156345,2.41
188,1994,3172834,2.43
188,1995,3189440,2.40
188,1996,3206324,2.36
188,1997,3223345,2.33
188,1998,3239280,2.27
188,1999,3254015,2.25
188,2000,3266206,2.20
188,2001,3274251,2.16
188,2002,3278867,2.16
